f_preferred_name,Fe,C,O,Mg,Si,S,Ca,Ti,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,
HD 122687 ,-0.01 ,,,-0.03 ,0.06 ,,0.08 ,0.04 ,211.1378730 ,-48.5405733 ,-269.680 ,-162.925 ,-356.635 ,475.88 ,N/A ,,,,,,,5079.1 ,,,10.27 ,
HIP 95006 ,0.15 ,0.21 ,,0.08 ,0.11 ,0.17 ,0.12 ,0.25 ,289.9839918 ,-30.4691178 ,12.023 ,-33.061 ,-20.697 ,40.82 ,thin ,G8/K0V ,8.79 ,0.842 ,-52.90 ,-33.70 ,-3.20 ,5268.0 ,4.54 ,0.90 ,0.84 ,
HIP 62240 ,-0.3 ,,-0.28 ,-0.5 ,-0.44 ,,-0.78 ,-0.75 ,191.3469411 ,4.3599572 ,-90.891 ,-18.239 ,7.068 ,92.97 ,thick ,G3V ,9.49 ,0.606 ,54.00 ,-76.60 ,-77.20 ,5779.6 ,4.36 ,1.05 ,1.06 ,
HIP 95015 ,0.4 ,0.44 ,0.29 ,0.425 ,0.39 ,,0.44 ,0.39 ,290.0004051 ,-9.3235996 ,16.115 ,-44.274 ,-7.735 ,47.75 ,thick ,G8IV ,8.59 ,0.841 ,-5.20 ,-91.60 ,1.40 ,5414.5 ,4.42 ,0.94 ,1.01 ,
2MASS 19170034-1510539 ,0.18 ,,,0.14 ,0.13 ,,0.12 ,,289.2514516 ,-15.1816448 ,95.075 ,-272.230 ,-78.245 ,298.78 ,N/A ,,,,,,,5803.0 ,4.32 ,1.04 ,1.17 ,
HIP 62268 ,0.08 ,,,0.2185 ,0.212 ,,0.118 ,0.191 ,191.4085424 ,-60.9813204 ,-18.207 ,-3.674 ,-33.483 ,38.29 ,thin ,K2-III ,4.69 ,1.049 ,20.80 ,4.30 ,-10.60 ,4824.0 ,2.79 ,,6.70 ,
2MASS 19045995+4803393 ,-0.04 ,-0.03 ,-0.03 ,-0.04 ,-0.07 ,,-0.08 ,0.01 ,286.2498324 ,48.0609345 ,228.529 ,-784.057 ,908.961 ,1221.96 ,N/A ,,,,,,,5793.0 ,4.29 ,1.04 ,1.21 ,
2MASS 15085174+0220358 ,0.1 ,0.01 ,0.03 ,0.01 ,0.05 ,,0.105 ,0.13 ,227.2155695 ,2.3433234 ,-218.610 ,-236.206 ,13.170 ,322.11 ,N/A ,,11.22 ,,,,,6202.0 ,4.51 ,1.14 ,1.35 ,
HIP 95056 ,-0.29 ,,,-0.14 ,-0.2 ,,-0.08 ,-0.37 ,290.1129432 ,39.9261973 ,68.445 ,-186.903 ,166.579 ,259.55 ,N/A ,G5 ,6.80 ,0.799 ,,,,5243.5 ,2.69 ,,13.32 ,
HIP 29525 ,0.01 ,-0.025 ,-0.04 ,0.02 ,-0.06 ,0.03 ,0.03 ,-0.011 ,93.3020948 ,10.6271426 ,-1.055 ,18.285 ,3.437 ,18.64 ,thin ,G5V ,6.44 ,0.663 ,3.00 ,-25.90 ,-6.60 ,5733.4 ,4.46 ,1.02 ,0.91 ,
2MASS 18425005+4719410 ,-0.49 ,-0.3 ,-0.3 ,-0.42 ,-0.37 ,,-0.42 ,-0.44 ,280.7085566 ,47.3280657 ,36.790 ,-194.544 ,214.773 ,292.11 ,N/A ,,,,,,,5007.0 ,4.74 ,0.83 ,0.65 ,
HIP 62307 ,-0.48 ,-0.14 ,0.06 ,-0.15 ,-0.16 ,-0.1 ,-0.28 ,-0.25 ,191.5096249 ,2.5930131 ,-94.469 ,-19.236 ,4.366 ,96.51 ,thin ,F6V ,8.46 ,0.559 ,39.80 ,-28.70 ,-7.80 ,6030.6 ,3.90 ,1.13 ,1.61 ,
HIP 29550 ,0.4 ,0.48 ,0.37 ,0.5165 ,0.426 ,0.5255 ,0.3665 ,0.4515 ,93.3985901 ,-29.8972644 ,-3.207 ,54.010 ,-31.109 ,62.41 ,thin ,G8/K0IV/V ,8.95 ,0.817 ,-36.30 ,-73.50 ,10.10 ,5473.5 ,4.30 ,0.96 ,1.07 ,
2MASS 19580834+4028399 ,0.215 ,0.2 ,0.145 ,0.19 ,0.23 ,,0.21 ,0.18 ,299.5347957 ,40.4777770 ,168.492 ,-297.388 ,291.698 ,449.35 ,N/A ,,,,,,,5825.3 ,4.25 ,1.05 ,1.28 ,
2MASS 19174175+4643342 ,0.13 ,0.27 ,0.19 ,0.01 ,0.11 ,,0.21 ,0.07 ,289.4239583 ,46.7261660 ,34.667 ,-98.312 ,110.724 ,152.07 ,N/A ,,,,,,,4789.7 ,4.65 ,0.77 ,0.69 ,
HIP 62325 ,0.0765 ,,-0.13 ,0.103 ,0.1465 ,0.14 ,0.081 ,0.0465 ,191.5939380 ,9.5396852 ,-42.042 ,-8.625 ,7.213 ,43.52 ,thick ,K1.III-IV ,5.66 ,0.989 ,108.00 ,-59.60 ,21.40 ,4710.0 ,2.98 ,,5.21 ,
HIP 95098 ,-0.08 ,-0.01 ,0.13 ,0.01 ,-0.12 ,,-0.01 ,-0.095 ,290.1997476 ,44.1552082 ,43.558 ,-118.387 ,122.480 ,175.82 ,N/A ,G0V ,9.50 ,0.590 ,,,,6132.7 ,4.15 ,1.16 ,1.85 ,
HIP 29568 ,0.04 ,0.04 ,-0.06 ,0.02 ,0.01 ,,0.06 ,0.03 ,93.4387315 ,-23.8619358 ,-0.917 ,15.268 ,-6.766 ,16.73 ,thin ,G6.5V ,6.37 ,0.713 ,-20.60 ,-10.20 ,-7.10 ,5597.0 ,4.38 ,0.99 ,0.89 ,
HIP 95106 ,-0.13 ,,-0.27 ,-0.14 ,-0.24 ,,-0.11 ,-0.13 ,290.2232388 ,-33.0529972 ,15.379 ,-41.747 ,-28.950 ,53.08 ,thin ,G0.5V ,8.16 ,0.656 ,11.80 ,-28.90 ,-16.00 ,5779.5 ,4.44 ,1.00 ,1.21 ,
HIP 29573 ,0.19 ,,,0.43 ,0.25 ,0.61 ,0.3 ,0.37 ,93.4698136 ,2.8088567 ,-3.745 ,61.758 ,3.036 ,61.95 ,thin ,K0IV ,7.41 ,0.992 ,56.50 ,-52.60 ,-15.20 ,4883.0 ,,,3.00 ,
HIP 29575 ,-0.04 ,-0.3 ,-0.12 ,0.11 ,0.01 ,0.2 ,,-0.075 ,93.4759752 ,-3.7413714 ,-6.036 ,99.367 ,-6.510 ,99.76 ,thin ,K0III ,5.83 ,0.910 ,-48.90 ,-16.30 ,-11.80 ,5048.3 ,2.88 ,,9.21 ,
HIP 62345 ,0.28 ,0.315 ,0.1655 ,0.31 ,0.274 ,0.191 ,0.2575 ,0.304 ,191.6285094 ,-11.8124414 ,-29.918 ,-6.157 ,-6.388 ,31.21 ,thin ,G5V ,6.87 ,0.695 ,-44.10 ,-5.60 ,-11.70 ,5799.3 ,4.34 ,1.02 ,1.25 ,
HIP 62349 ,-0.003 ,-0.035 ,0.079 ,-0.049 ,-0.035 ,,0.037 ,0.0155 ,191.6362466 ,24.1450484 ,-39.001 ,-8.031 ,17.850 ,43.64 ,thin ,F7V ,6.88 ,0.540 ,4.10 ,-48.90 ,3.70 ,6160.0 ,4.12 ,1.16 ,1.52 ,
HIP 62350 ,0.29 ,,,0.42 ,0.24 ,0.31 ,0.31 ,0.3 ,191.6424331 ,11.3784974 ,-62.684 ,-12.916 ,12.880 ,65.28 ,thin ,G5 ,8.67 ,0.630 ,-31.30 ,-14.50 ,-17.60 ,5862.5 ,4.39 ,1.06 ,1.09 ,
HIP 62356 ,-0.13 ,-0.2 ,-0.2 ,0.12 ,0.17 ,1.18 ,0.04 ,-0.03 ,191.6615097 ,16.5776873 ,-88.427 ,-18.250 ,26.878 ,94.21 ,thin ,K3III ,5.12 ,1.346 ,5.70 ,2.20 ,51.30 ,4179.5 ,2.13 ,,20.70 ,
2MASS 19202447+4815040 ,-0.01 ,0.01 ,-0.03 ,-0.06 ,-0.05 ,,0.04 ,0.03 ,290.1019752 ,48.2511341 ,92.808 ,-253.581 ,302.556 ,405.53 ,N/A ,,,,,,,5704.3 ,4.17 ,1.02 ,1.37 ,
HIP 21317 ,0.185 ,0.15 ,-0.03 ,0.17 ,0.135 ,0.205 ,0.175 ,0.135 ,68.6471257 ,15.5046232 ,16.240 ,41.539 ,12.373 ,46.28 ,thin ,G1V ,7.90 ,0.631 ,-41.60 ,-18.90 ,-2.30 ,5884.6 ,4.42 ,1.06 ,1.08 ,
HIP 95149 ,0.045 ,0.05 ,0.075 ,0.18 ,0.03 ,,0.08 ,0.07 ,290.3738657 ,-34.9834323 ,5.670 ,-15.267 ,-11.396 ,19.88 ,thin ,G2V ,6.48 ,0.628 ,-15.00 ,-5.60 ,-4.80 ,5814.7 ,4.42 ,1.04 ,0.92 ,
HIP 97779 ,0.15 ,0.12 ,-0.02 ,0.165 ,0.125 ,-0.03 ,0.18 ,0.12 ,298.0391103 ,7.4600445 ,15.036 ,-28.231 ,4.188 ,32.26 ,thin ,G5 ,7.13 ,0.647 ,-42.00 ,-14.50 ,-7.10 ,5891.9 ,4.36 ,1.08 ,1.05 ,
HIP 62388 ,-0.23 ,,,-0.07 ,-0.17 ,,-0.16 ,-0.35 ,191.7941035 ,15.5916587 ,-138.616 ,-28.944 ,39.515 ,147.02 ,thin ,G2IV ,6.62 ,0.904 ,9.40 ,-3.00 ,-18.70 ,4999.5 ,2.83 ,,9.06 ,
HIP 95164 ,0.07 ,0.2325 ,0.03 ,0.16 ,0.05 ,-0.0245 ,0.1155 ,0.1 ,290.4140347 ,-29.6054665 ,14.443 ,-38.808 ,-23.528 ,47.63 ,thin ,G1V ,7.12 ,0.568 ,27.40 ,11.90 ,-37.20 ,6134.0 ,4.28 ,1.13 ,1.51 ,
HIP 62405 ,0.11 ,,,0.2 ,0.09 ,,0.19 ,0.13 ,191.8328597 ,52.8618285 ,-126.366 ,-26.475 ,170.478 ,213.85 ,thin ,K0 ,7.66 ,0.866 ,-28.00 ,-18.70 ,-3.00 ,5194.0 ,,,7.84 ,
2MASS 22200610-0903219 ,0.02 ,0.03 ,-0.07 ,0.01 ,-0.03 ,,0.06 ,0.04 ,335.0254472 ,-9.0561295 ,240.972 ,-112.237 ,-42.370 ,269.18 ,N/A ,,,,,,,5865.0 ,4.42 ,1.06 ,1.06 ,
HIP 29650 ,0.09 ,0.06 ,0.13 ,-0.06 ,0.06 ,0.12 ,0.17 ,0.075 ,93.7119813 ,19.1564474 ,-1.276 ,19.673 ,6.848 ,20.87 ,thin ,F5.5IV-V ,5.20 ,0.430 ,-32.50 ,-18.20 ,-16.40 ,6502.1 ,4.26 ,1.35 ,1.34 ,
HD 180696 ,0.06 ,,,0.04 ,0.13 ,,0.06 ,0.01 ,289.5407670 ,-16.2728697 ,94.554 ,-266.409 ,-82.519 ,294.49 ,N/A ,,,,,,,4631.0 ,,,10.34 ,
2MASS 19435413+4442484 ,-0.14 ,-0.2 ,-0.01 ,-0.16 ,-0.17 ,,-0.11 ,,295.9755802 ,44.7134377 ,300.916 ,-617.638 ,680.204 ,966.80 ,N/A ,,,,,,,6473.1 ,4.09 ,1.32 ,1.70 ,
HIP 95202 ,0.1 ,,,0.22 ,0.05 ,0.04 ,0.23 ,0.25 ,290.5153655 ,-4.7390161 ,29.878 ,-79.847 ,-7.068 ,85.55 ,thin ,F3V ,7.70 ,0.475 ,5.80 ,-21.20 ,-14.00 ,6449.0 ,4.02 ,1.28 ,1.84 ,
HIP 29673 ,-0.195 ,-0.1 ,-0.05 ,-0.0785 ,-0.16 ,-0.2125 ,-0.12 ,-0.1475 ,93.7750762 ,-71.7027644 ,-0.672 ,10.190 ,-30.885 ,32.53 ,thin ,G0VFe-0.8CH-0.3 ,6.63 ,0.562 ,-5.60 ,-12.40 ,-8.40 ,6009.2 ,4.37 ,1.11 ,1.31 ,
2MASS 19371607+4337456 ,0.16 ,0.19 ,0.23 ,0.16 ,0.19 ,,0.1 ,0.18 ,294.3169679 ,43.6293142 ,418.050 ,-925.147 ,967.768 ,1402.58 ,N/A ,,,,,,,5756.0 ,4.40 ,1.03 ,1.06 ,
HIP 62452 ,0.05 ,0.11 ,,-0.01 ,0.11 ,,-0.04 ,0.09 ,191.9859373 ,9.7513978 ,-7.784 ,-1.653 ,1.368 ,8.07 ,thin ,M3 ,11.39 ,1.563 ,-21.40 ,-41.10 ,12.20 ,3297.0 ,4.89 ,0.31 ,0.33 ,
HIP 95222 ,-0.04 ,-0.26 ,-0.11 ,0.13 ,0.2 ,0.49 ,0.04 ,-0.06 ,290.5897854 ,-0.2523581 ,37.023 ,-98.551 ,-0.464 ,105.28 ,thin ,K1III ,5.82 ,1.093 ,-12.80 ,-7.50 ,-30.90 ,4715.0 ,2.40 ,,12.06 ,
HIP 62459 ,-0.49 ,,,-0.22 ,-0.31 ,,-0.38 ,-0.57 ,192.0016807 ,18.8368116 ,-164.331 ,-34.935 ,57.313 ,177.51 ,thin ,G3III ,6.91 ,0.957 ,26.90 ,5.20 ,-18.10 ,4834.5 ,2.49 ,,10.34 ,
HIP 29692 ,0.13 ,-0.065 ,-0.03 ,0.36 ,0.18 ,0.8 ,0.095 ,0.13 ,93.8238298 ,-18.4772140 ,-3.958 ,59.215 ,-19.831 ,62.57 ,thin ,K1III ,5.99 ,1.058 ,-27.40 ,-60.60 ,-14.10 ,4788.0 ,,,6.18 ,
HIP 29696 ,-0.28 ,-0.41 ,-0.26 ,-0.01 ,-0.075 ,0.32 ,-0.115 ,-0.23 ,93.8445301 ,29.4980786 ,-2.846 ,42.356 ,24.016 ,48.77 ,thin ,G8.5IIIb ,4.35 ,1.021 ,-23.00 ,-52.00 ,-45.20 ,4657.2 ,2.40 ,,10.71 ,
HIP 95235 ,0.19 ,-0.06 ,0.09 ,0.3 ,0.3 ,0.74 ,0.28 ,0.24 ,290.6389733 ,33.5181624 ,34.041 ,-90.378 ,63.966 ,115.84 ,thin ,K0III ,6.09 ,1.052 ,6.90 ,-16.50 ,-11.30 ,4854.0 ,,,10.54 ,
NAME tres-3b ,-0.21 ,-0.25 ,-0.12 ,-0.23 ,-0.2 ,,-0.22 ,-0.21 ,,,,,,,N/A ,,,,,,,,,,,
HIP 62471 ,-0.29 ,-0.46 ,,-0.51 ,-0.21 ,,-0.25 ,0.06 ,192.0416187 ,-24.8046190 ,-16.622 ,-3.546 ,-7.855 ,18.72 ,thin ,K7V(k) ,9.90 ,1.380 ,-32.60 ,0.20 ,1.80 ,4007.0 ,4.69 ,0.63 ,0.60 ,
HIP 62472 ,-0.405 ,,,-0.35 ,-0.545 ,,-0.29 ,-0.03 ,192.0446071 ,-24.8066021 ,-16.623 ,-3.547 ,-7.856 ,18.73 ,thin ,K5-V(k) ,8.88 ,1.149 ,-35.40 ,0.50 ,4.40 ,4529.0 ,4.44 ,0.71 ,0.60 ,
HIP 62476 ,-0.2 ,,,-0.02 ,-0.11 ,,-0.23 ,-0.28 ,192.0556678 ,52.4531611 ,-125.650 ,-26.835 ,167.160 ,210.83 ,N/A ,G5 ,6.88 ,0.940 ,,,,4928.0 ,2.71 ,,11.92 ,
2MASS 19235503+4759204 ,0.14 ,0.15 ,0.27 ,0.19 ,0.17 ,,0.21 ,0.2 ,290.9793316 ,47.9889993 ,166.768 ,-434.915 ,517.115 ,695.97 ,N/A ,,,,,,,5562.6 ,3.99 ,0.98 ,1.65 ,
HIP 29716 ,-0.125 ,-0.04 ,0.07 ,-0.015 ,-0.13 ,-0.195 ,-0.015 ,-0.035 ,93.8927713 ,-0.5121867 ,-2.475 ,36.366 ,-0.326 ,36.45 ,thin ,F5V ,5.65 ,0.506 ,49.90 ,3.50 ,-36.20 ,6257.5 ,3.88 ,1.27 ,2.04 ,
HIP 95256 ,0.25 ,0.34 ,0.29 ,0.32 ,0.26 ,,0.26 ,0.37 ,290.7069422 ,-66.1519539 ,6.417 ,-16.975 ,-41.052 ,44.88 ,thin ,K2V ,8.92 ,0.872 ,-28.20 ,-74.00 ,-14.80 ,5234.7 ,4.53 ,0.89 ,0.87 ,
HIP 29722 ,0.09 ,0.03 ,-0.04 ,0.03 ,0.09 ,-0.15 ,0.03 ,0.05 ,93.9104797 ,-19.8047092 ,-5.350 ,78.272 ,-28.253 ,83.39 ,thin ,F6/7V ,8.19 ,0.539 ,-5.60 ,-50.90 ,1.60 ,6212.5 ,4.17 ,1.20 ,1.50 ,
HIP 95262 ,-0.49 ,-0.375 ,-0.1 ,-0.2 ,-0.33 ,-0.3515 ,-0.31 ,-0.29 ,290.7207702 ,-32.9190531 ,17.881 ,-47.269 ,-32.718 ,60.20 ,thick ,G1V ,7.86 ,0.599 ,-54.20 ,-104.30 ,-41.80 ,5736.2 ,4.09 ,1.04 ,1.51 ,
HIP 62500 ,-0.315 ,-0.5 ,-0.275 ,-0.16 ,-0.21 ,-0.06 ,-0.26 ,-0.28 ,192.1094057 ,-27.5973841 ,-84.762 ,-18.186 ,-45.316 ,97.82 ,thin ,G8III ,5.66 ,0.947 ,-55.50 ,-45.00 ,-30.90 ,5029.0 ,2.79 ,,9.73 ,
HIP 95270 ,0.005 ,0.02 ,0.14 ,0.17 ,0.15 ,0.15 ,0.2 ,0.26 ,290.7455977 ,-54.5380499 ,9.894 ,-26.122 ,-39.215 ,48.15 ,thin ,F6V ,7.04 ,0.480 ,-9.40 ,-16.60 ,-8.60 ,6487.5 ,4.30 ,1.32 ,1.35 ,
HIP 62507 ,-0.13 ,0.04 ,0.08 ,-0.025 ,-0.055 ,,-0.09 ,-0.145 ,192.1420039 ,26.5970223 ,-70.277 ,-15.120 ,35.993 ,80.39 ,thick ,G1V ,8.81 ,0.600 ,-70.00 ,-72.60 ,-44.40 ,5793.4 ,4.11 ,1.05 ,1.29 ,
HIP 29740 ,-0.44 ,,,0.05 ,-0.22 ,,-0.01 ,-0.37 ,93.9461157 ,-2.3856168 ,-33.109 ,479.966 ,-20.043 ,481.52 ,N/A ,K0/1IIICNIIp ,8.31 ,1.482 ,,,,4451.0 ,,,24.13 ,
HIP 54109 ,-0.05 ,,0.26 ,0.01 ,0.12 ,,-0.05 ,-0.14 ,166.0788919 ,5.7956856 ,-50.709 ,12.569 ,5.303 ,52.51 ,thin ,G5 ,8.26 ,0.637 ,-76.40 ,-23.00 ,-9.90 ,5750.3 ,4.25 ,1.04 ,1.09 ,
HIP 62512 ,0.21 ,,,,0.24 ,,0.54 ,0.4 ,192.1643625 ,60.3197327 ,-12.666 ,-2.730 ,22.734 ,26.17 ,thin ,F7V ,5.84 ,0.467 ,15.90 ,-1.70 ,-14.90 ,6281.5 ,4.26 ,1.23 ,1.36 ,
2MASS 02361535+0652191 ,-0.13 ,-0.04 ,-0.13 ,-0.075 ,0.07 ,,-0.06 ,0.05 ,39.0636110 ,6.8716455 ,5.566 ,4.518 ,0.864 ,7.22 ,N/A ,,,,,,,3248.0 ,4.95 ,0.25 ,0.28 ,
2MASS 18593496+4219305 ,-0.14 ,0.01 ,,-0.15 ,-0.31 ,,0.24 ,,284.8957098 ,42.3251565 ,72.508 ,-272.588 ,256.888 ,381.51 ,N/A ,,9.92 ,,,,,7200.0 ,3.90 ,1.61 ,2.31 ,
HIP 62523 ,0.14 ,0.01 ,-0.01 ,0.15 ,0.09 ,0.135 ,0.15 ,0.13 ,192.1960344 ,24.8402279 ,-15.160 ,-3.277 ,7.180 ,17.09 ,thin ,G7V ,6.29 ,0.703 ,-18.10 ,-21.40 ,-6.60 ,5633.0 ,4.54 ,0.99 ,0.94 ,
HIP 95293 ,-0.275 ,,,-0.235 ,-0.11 ,-0.15 ,-0.165 ,-0.235 ,290.8022403 ,19.3753585 ,18.999 ,-50.010 ,18.813 ,56.71 ,thin ,F6.V ,7.80 ,0.493 ,5.70 ,-26.00 ,-10.60 ,6129.0 ,4.50 ,1.25 ,1.17 ,
HIP 95294 ,-0.33 ,0.07 ,0.28 ,-0.05 ,-0.3 ,,-0.33 ,-0.09 ,290.8047318 ,-44.7997795 ,10.112 ,-26.615 ,-28.273 ,40.12 ,thin ,F0IV ,4.28 ,0.350 ,8.30 ,-6.50 ,-26.30 ,6786.2 ,3.55 ,1.46 ,3.61 ,
HIP 62527 ,0.15 ,,0.11 ,0.205 ,0.14 ,0.19 ,0.173 ,0.142 ,192.2046978 ,61.3783855 ,-18.436 ,-3.987 ,34.564 ,39.38 ,thin ,G1V ,7.35 ,0.633 ,-85.80 ,-51.40 ,-28.70 ,5819.0 ,4.31 ,1.05 ,1.22 ,
HIP 29761 ,0.025 ,0.185 ,0.115 ,0.16 ,0.095 ,0.14 ,0.18 ,0.2 ,94.0111675 ,70.7815759 ,-0.603 ,8.598 ,24.724 ,26.18 ,thin ,G9V ,7.43 ,0.776 ,-50.40 ,-26.30 ,-9.00 ,5409.0 ,4.60 ,0.93 ,0.96 ,
HIP 62534 ,-0.39 ,-0.13 ,-0.03 ,-0.1 ,-0.2285 ,-0.193 ,-0.2 ,-0.07 ,192.2156358 ,-68.4251520 ,-10.407 ,-2.253 ,-26.928 ,28.96 ,thick ,G8VFe-1.0 ,7.61 ,0.701 ,59.80 ,-86.50 ,5.50 ,5512.5 ,4.45 ,0.96 ,0.92 ,
HIP 62536 ,0.07 ,0.051 ,0.038 ,0.1435 ,0.1 ,,0.105 ,0.17 ,192.2184225 ,12.0963739 ,-34.715 ,-7.517 ,7.612 ,36.33 ,thin ,G5V ,7.07 ,0.660 ,49.00 ,1.50 ,-3.00 ,5720.5 ,4.29 ,1.02 ,1.32 ,
HIP 86882 ,0.335 ,0.33 ,0.19 ,0.19 ,0.24 ,,0.28 ,0.21 ,266.2621981 ,19.2904578 ,-3.019 ,-46.210 ,16.208 ,49.06 ,thin ,K0 ,8.14 ,0.769 ,-23.90 ,9.70 ,-35.40 ,5641.0 ,4.32 ,1.00 ,1.15 ,
HIP 95319 ,0.24 ,0.209 ,0.073 ,0.226 ,0.1665 ,0.295 ,0.135 ,0.235 ,290.8917223 ,33.2219652 ,4.655 ,-12.194 ,8.548 ,15.60 ,thin ,G9+V ,6.36 ,0.804 ,-21.00 ,-14.10 ,-2.90 ,5414.6 ,4.55 ,0.93 ,0.94 ,
HIP 95320 ,-0.55 ,,,-0.59 ,-0.79 ,,-0.78 ,-0.65 ,290.8923315 ,69.0146968 ,53.988 ,-141.438 ,394.691 ,422.73 ,N/A ,M0 ,6.96 ,1.693 ,,,,3696.0 ,,,,
HIP 95322 ,0.095 ,-0.26 ,-0.19 ,0.145 ,0.19 ,0.41 ,0.16 ,0.095 ,290.9038120 ,-53.9461328 ,30.648 ,-80.244 ,-117.995 ,145.95 ,N/A ,K0III ,6.61 ,0.968 ,,,,4996.0 ,2.96 ,,9.68 ,
HIP 29788 ,0.13 ,0.21 ,0.08 ,0.15 ,0.135 ,0.05 ,0.1865 ,0.15 ,94.0782755 ,-59.2135018 ,-1.315 ,18.439 ,-31.026 ,36.12 ,thin ,F9.5V ,6.43 ,0.593 ,54.80 ,6.70 ,-13.10 ,5991.0 ,4.18 ,1.12 ,1.56 ,
HIP 29789 ,0.07 ,-0.23 ,-0.06 ,0.12 ,0.19 ,0.48 ,0.2 ,0.08 ,94.0793615 ,23.9700298 ,-9.405 ,131.878 ,58.782 ,144.69 ,thin ,G8III ,6.09 ,0.897 ,20.10 ,2.50 ,-11.70 ,5148.0 ,,,11.21 ,
HIP 29792 ,0.08 ,,-0.16 ,,,,0.05 ,0.02 ,94.0886241 ,-81.6340599 ,-0.621 ,8.693 ,-59.260 ,59.90 ,thin ,G8V ,9.34 ,0.770 ,9.60 ,-16.10 ,-10.40 ,5501.2 ,4.57 ,0.97 ,0.83 ,
HIP 95333 ,-1.79 ,-1.58 ,-1.12 ,-1.42 ,-1.48 ,,-1.505 ,-1.565 ,290.9281061 ,-45.0824765 ,21.372 ,-55.885 ,-60.004 ,84.74 ,thick ,F4 ,9.71 ,0.473 ,-50.30 ,-338.30 ,-63.30 ,6025.7 ,4.50 ,1.16 ,0.80 ,
HIP 29804 ,0.47 ,0.43 ,0.26 ,0.44 ,0.42 ,,0.4 ,0.46 ,94.1306540 ,-40.5318850 ,-2.051 ,28.405 ,-24.351 ,37.47 ,N/A ,K2IV ,8.64 ,0.927 ,,,,5161.0 ,4.54 ,0.87 ,0.87 ,
HIP 29807 ,0.085 ,-0.19 ,-0.09 ,0.28 ,0.26 ,0.43 ,0.26 ,0.07 ,94.1380615 ,-35.1405132 ,-3.236 ,44.732 ,-31.568 ,54.84 ,thin ,G9IIIbCN0.5 ,4.37 ,0.978 ,-31.30 ,-12.10 ,-2.20 ,4978.0 ,,,9.99 ,
HIP 95350 ,-0.1 ,-0.15 ,,-0.073 ,-0.077 ,,-0.015 ,0.148 ,290.9808963 ,-62.8717932 ,6.921 ,-18.047 ,-37.724 ,42.39 ,thin ,K0 ,9.41 ,0.932 ,-88.40 ,-54.60 ,-13.30 ,4962.7 ,4.25 ,0.82 ,0.76 ,
HIP 62583 ,0.135 ,0.16 ,0.16 ,0.13 ,0.135 ,0.04 ,0.06 ,0.13 ,192.3557639 ,-25.2963976 ,-67.835 ,-14.860 ,-32.820 ,76.81 ,thin ,G3V ,8.01 ,0.627 ,-20.80 ,-49.30 ,-10.30 ,5817.0 ,3.97 ,1.05 ,1.75 ,
HIP 95362 ,-0.04 ,-0.145 ,-0.245 ,-0.07 ,-0.115 ,0.28 ,-0.04 ,-0.09 ,291.0140810 ,44.9335376 ,14.755 ,-38.410 ,41.051 ,58.12 ,thin ,K0V ,7.01 ,0.808 ,-29.50 ,-38.50 ,-29.50 ,5294.0 ,3.77 ,,2.76 ,
HIP 62596 ,0.04 ,,,,-0.02 ,,,-0.04 ,192.3950892 ,3.8182097 ,-89.142 ,-19.591 ,6.091 ,91.47 ,thin ,G0+... ,8.80 ,0.568 ,-28.50 ,-9.50 ,-19.30 ,6189.3 ,4.34 ,1.12 ,1.26 ,
HIP 95370 ,-0.065 ,-0.11 ,,0.04 ,0.06 ,0.58 ,,0.01 ,291.0252268 ,36.4520929 ,29.921 ,-77.844 ,61.603 ,103.68 ,thin ,K1III ,6.44 ,1.074 ,-52.20 ,-18.50 ,11.50 ,4784.0 ,,,8.63 ,
HIP 62606 ,0.15 ,,,0.115 ,0.245 ,0.42 ,0.24 ,0.12 ,192.4319591 ,29.1560380 ,-96.017 ,-21.167 ,54.852 ,112.59 ,thin ,G0V ,9.52 ,0.614 ,13.70 ,-45.20 ,-27.60 ,5867.4 ,4.26 ,1.06 ,1.27 ,
HIP 62607 ,-0.57 ,-0.29 ,-0.165 ,-0.305 ,-0.43 ,-0.3225 ,-0.445 ,-0.34 ,192.4367856 ,1.1880386 ,-31.629 ,-6.975 ,0.672 ,32.40 ,thick ,G6/8V ,8.10 ,0.686 ,39.00 ,-82.60 ,-41.20 ,5421.6 ,4.52 ,0.94 ,0.84 ,
HIP 62608 ,0.06 ,,,0.33 ,0.07 ,,0.2 ,0.06 ,192.4373309 ,-71.9862403 ,-52.472 ,-11.572 ,-165.237 ,173.75 ,thin ,G7IIIBa1 ,5.55 ,1.154 ,0.90 ,10.80 ,-2.60 ,4893.0 ,1.90 ,,23.27 ,
HIP 29843 ,0.15 ,0.145 ,0.21 ,0.105 ,0.1 ,0.13 ,0.155 ,0.14 ,94.2649920 ,-22.7152309 ,-2.773 ,37.179 ,-15.607 ,40.42 ,thin ,F8.5V ,6.04 ,0.576 ,43.10 ,-34.00 ,3.80 ,6070.5 ,3.95 ,1.10 ,2.11 ,
HIP 62614 ,-0.35 ,,,-0.08 ,-0.22 ,,-0.31 ,-0.4 ,192.4526291 ,26.4313186 ,-153.518 ,-33.901 ,78.150 ,175.57 ,thin ,K0III ,6.86 ,1.062 ,27.80 ,4.80 ,-11.20 ,4653.0 ,2.29 ,,12.25 ,
